authorshipnumber,articlenumber,journal,volume,issue,startpage,pubyear,pubmonth,receiveddate,title,link1,link2,last,first,middle,position
432,54,Ophthalmology,124,4,512,2017,4,24-Oct-16,Incidence and Clinical Course of Immune Reactions after Descemet Membrane Endothelial Keratoplasty: Retrospective Analysis of 1000 Consecutive Eyes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28094043,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28094043&id=doi:10.1016%2Fj.ophtha.2016.12.017&issn=0161-6420&isbn=&volume=124&issue=4&spage=512&date=2017&title=Ophthalmology&atitle=Incidence+and+Clinical+Course+of+Immune+Reactions+after+Descemet+Membrane+Endothelial+Keratoplasty%3A+Retrospective+Analysis+of+1000+Consecutive+Eyes.&aulast=Hos&pid=%3CAN%3E28094043%3C%2FAN%3E,Schrittenlocher,Silvia,,m
433,54,Ophthalmology,124,4,512,2017,4,24-Oct-16,Incidence and Clinical Course of Immune Reactions after Descemet Membrane Endothelial Keratoplasty: Retrospective Analysis of 1000 Consecutive Eyes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28094043,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28094043&id=doi:10.1016%2Fj.ophtha.2016.12.017&issn=0161-6420&isbn=&volume=124&issue=4&spage=512&date=2017&title=Ophthalmology&atitle=Incidence+and+Clinical+Course+of+Immune+Reactions+after+Descemet+Membrane+Endothelial+Keratoplasty%3A+Retrospective+Analysis+of+1000+Consecutive+Eyes.&aulast=Hos&pid=%3CAN%3E28094043%3C%2FAN%3E,Hellmich,Martin,,m
434,54,Ophthalmology,124,4,512,2017,4,24-Oct-16,Incidence and Clinical Course of Immune Reactions after Descemet Membrane Endothelial Keratoplasty: Retrospective Analysis of 1000 Consecutive Eyes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28094043,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28094043&id=doi:10.1016%2Fj.ophtha.2016.12.017&issn=0161-6420&isbn=&volume=124&issue=4&spage=512&date=2017&title=Ophthalmology&atitle=Incidence+and+Clinical+Course+of+Immune+Reactions+after+Descemet+Membrane+Endothelial+Keratoplasty%3A+Retrospective+Analysis+of+1000+Consecutive+Eyes.&aulast=Hos&pid=%3CAN%3E28094043%3C%2FAN%3E,Bachmann,Bjorn,O,m
435,54,Ophthalmology,124,4,512,2017,4,24-Oct-16,Incidence and Clinical Course of Immune Reactions after Descemet Membrane Endothelial Keratoplasty: Retrospective Analysis of 1000 Consecutive Eyes.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28094043,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28094043&id=doi:10.1016%2Fj.ophtha.2016.12.017&issn=0161-6420&isbn=&volume=124&issue=4&spage=512&date=2017&title=Ophthalmology&atitle=Incidence+and+Clinical+Course+of+Immune+Reactions+after+Descemet+Membrane+Endothelial+Keratoplasty%3A+Retrospective+Analysis+of+1000+Consecutive+Eyes.&aulast=Hos&pid=%3CAN%3E28094043%3C%2FAN%3E,Cursiefen,Claus,,l
436,55,Ophthalmology,124,4,519,2017,4,8-Nov-16,Outbreak of Subacute-Onset Toxic Anterior Segment Syndrome Associated with Single-Piece Acrylic Intraocular Lenses.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28110952,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28110952&id=doi:10.1016%2Fj.ophtha.2016.12.010&issn=0161-6420&isbn=&volume=124&issue=4&spage=519&date=2017&title=Ophthalmology&atitle=Outbreak+of+Subacute-Onset+Toxic+Anterior+Segment+Syndrome+Associated+with+Single-Piece+Acrylic+Intraocular+Lenses.&aulast=Oshika&pid=%3CAN%3E28110952%3C%2FAN%3E,Oshika,Tetsuro,,f
437,55,Ophthalmology,124,4,519,2017,4,8-Nov-16,Outbreak of Subacute-Onset Toxic Anterior Segment Syndrome Associated with Single-Piece Acrylic Intraocular Lenses.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28110952,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28110952&id=doi:10.1016%2Fj.ophtha.2016.12.010&issn=0161-6420&isbn=&volume=124&issue=4&spage=519&date=2017&title=Ophthalmology&atitle=Outbreak+of+Subacute-Onset+Toxic+Anterior+Segment+Syndrome+Associated+with+Single-Piece+Acrylic+Intraocular+Lenses.&aulast=Oshika&pid=%3CAN%3E28110952%3C%2FAN%3E,Eguchi,Shuichiro,,m
438,55,Ophthalmology,124,4,519,2017,4,8-Nov-16,Outbreak of Subacute-Onset Toxic Anterior Segment Syndrome Associated with Single-Piece Acrylic Intraocular Lenses.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28110952,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28110952&id=doi:10.1016%2Fj.ophtha.2016.12.010&issn=0161-6420&isbn=&volume=124&issue=4&spage=519&date=2017&title=Ophthalmology&atitle=Outbreak+of+Subacute-Onset+Toxic+Anterior+Segment+Syndrome+Associated+with+Single-Piece+Acrylic+Intraocular+Lenses.&aulast=Oshika&pid=%3CAN%3E28110952%3C%2FAN%3E,Goto,Hiroshi,,m
439,55,Ophthalmology,124,4,519,2017,4,8-Nov-16,Outbreak of Subacute-Onset Toxic Anterior Segment Syndrome Associated with Single-Piece Acrylic Intraocular Lenses.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28110952,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28110952&id=doi:10.1016%2Fj.ophtha.2016.12.010&issn=0161-6420&isbn=&volume=124&issue=4&spage=519&date=2017&title=Ophthalmology&atitle=Outbreak+of+Subacute-Onset+Toxic+Anterior+Segment+Syndrome+Associated+with+Single-Piece+Acrylic+Intraocular+Lenses.&aulast=Oshika&pid=%3CAN%3E28110952%3C%2FAN%3E,Ohashi,Yuichi,,l
440,56,Ophthalmology,124,4,524,2017,4,6-Sep-16,Operating Room Performance Improves after Proficiency-Based Virtual Reality Cataract Surgery Training.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28017423,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28017423&id=doi:10.1016%2Fj.ophtha.2016.11.015&issn=0161-6420&isbn=&volume=124&issue=4&spage=524&date=2017&title=Ophthalmology&atitle=Operating+Room+Performance+Improves+after+Proficiency-Based+Virtual+Reality+Cataract+Surgery+Training.&aulast=Thomsen&pid=%3CAN%3E28017423%3C%2FAN%3E,Thomsen,Ann,Sofia Skou,f
441,56,Ophthalmology,124,4,524,2017,4,6-Sep-16,Operating Room Performance Improves after Proficiency-Based Virtual Reality Cataract Surgery Training.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28017423,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28017423&id=doi:10.1016%2Fj.ophtha.2016.11.015&issn=0161-6420&isbn=&volume=124&issue=4&spage=524&date=2017&title=Ophthalmology&atitle=Operating+Room+Performance+Improves+after+Proficiency-Based+Virtual+Reality+Cataract+Surgery+Training.&aulast=Thomsen&pid=%3CAN%3E28017423%3C%2FAN%3E,Bach-Holm,Daniella,,m
442,56,Ophthalmology,124,4,524,2017,4,6-Sep-16,Operating Room Performance Improves after Proficiency-Based Virtual Reality Cataract Surgery Training.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28017423,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28017423&id=doi:10.1016%2Fj.ophtha.2016.11.015&issn=0161-6420&isbn=&volume=124&issue=4&spage=524&date=2017&title=Ophthalmology&atitle=Operating+Room+Performance+Improves+after+Proficiency-Based+Virtual+Reality+Cataract+Surgery+Training.&aulast=Thomsen&pid=%3CAN%3E28017423%3C%2FAN%3E,Kjaerbo,Hadi,,m
443,56,Ophthalmology,124,4,524,2017,4,6-Sep-16,Operating Room Performance Improves after Proficiency-Based Virtual Reality Cataract Surgery Training.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28017423,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28017423&id=doi:10.1016%2Fj.ophtha.2016.11.015&issn=0161-6420&isbn=&volume=124&issue=4&spage=524&date=2017&title=Ophthalmology&atitle=Operating+Room+Performance+Improves+after+Proficiency-Based+Virtual+Reality+Cataract+Surgery+Training.&aulast=Thomsen&pid=%3CAN%3E28017423%3C%2FAN%3E,Hojgaard-Olsen,Klavs,,m
444,56,Ophthalmology,124,4,524,2017,4,6-Sep-16,Operating Room Performance Improves after Proficiency-Based Virtual Reality Cataract Surgery Training.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28017423,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28017423&id=doi:10.1016%2Fj.ophtha.2016.11.015&issn=0161-6420&isbn=&volume=124&issue=4&spage=524&date=2017&title=Ophthalmology&atitle=Operating+Room+Performance+Improves+after+Proficiency-Based+Virtual+Reality+Cataract+Surgery+Training.&aulast=Thomsen&pid=%3CAN%3E28017423%3C%2FAN%3E,Subhi,Yousif,,m
445,56,Ophthalmology,124,4,524,2017,4,6-Sep-16,Operating Room Performance Improves after Proficiency-Based Virtual Reality Cataract Surgery Training.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28017423,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28017423&id=doi:10.1016%2Fj.ophtha.2016.11.015&issn=0161-6420&isbn=&volume=124&issue=4&spage=524&date=2017&title=Ophthalmology&atitle=Operating+Room+Performance+Improves+after+Proficiency-Based+Virtual+Reality+Cataract+Surgery+Training.&aulast=Thomsen&pid=%3CAN%3E28017423%3C%2FAN%3E,Saleh,George,M,m
446,56,Ophthalmology,124,4,524,2017,4,6-Sep-16,Operating Room Performance Improves after Proficiency-Based Virtual Reality Cataract Surgery Training.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28017423,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28017423&id=doi:10.1016%2Fj.ophtha.2016.11.015&issn=0161-6420&isbn=&volume=124&issue=4&spage=524&date=2017&title=Ophthalmology&atitle=Operating+Room+Performance+Improves+after+Proficiency-Based+Virtual+Reality+Cataract+Surgery+Training.&aulast=Thomsen&pid=%3CAN%3E28017423%3C%2FAN%3E,Park,Yoon,Soo,m
447,56,Ophthalmology,124,4,524,2017,4,6-Sep-16,Operating Room Performance Improves after Proficiency-Based Virtual Reality Cataract Surgery Training.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28017423,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28017423&id=doi:10.1016%2Fj.ophtha.2016.11.015&issn=0161-6420&isbn=&volume=124&issue=4&spage=524&date=2017&title=Ophthalmology&atitle=Operating+Room+Performance+Improves+after+Proficiency-Based+Virtual+Reality+Cataract+Surgery+Training.&aulast=Thomsen&pid=%3CAN%3E28017423%3C%2FAN%3E,la Cour,Morten,,m
448,56,Ophthalmology,124,4,524,2017,4,6-Sep-16,Operating Room Performance Improves after Proficiency-Based Virtual Reality Cataract Surgery Training.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28017423,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28017423&id=doi:10.1016%2Fj.ophtha.2016.11.015&issn=0161-6420&isbn=&volume=124&issue=4&spage=524&date=2017&title=Ophthalmology&atitle=Operating+Room+Performance+Improves+after+Proficiency-Based+Virtual+Reality+Cataract+Surgery+Training.&aulast=Thomsen&pid=%3CAN%3E28017423%3C%2FAN%3E,Konge,Lars,,l
449,57,Ophthalmology,124,4,532,2017,4,7-Sep-16,New Surgeon Outcomes and the Effectiveness of Surgical Training: A Population-Based Cohort Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28129969,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28129969&id=doi:10.1016%2Fj.ophtha.2016.12.012&issn=0161-6420&isbn=&volume=124&issue=4&spage=532&date=2017&title=Ophthalmology&atitle=New+Surgeon+Outcomes+and+the+Effectiveness+of+Surgical+Training%3A+A+Population-Based+Cohort+Study.&aulast=Campbell&pid=%3CAN%3E28129969%3C%2FAN%3E,Campbell,Robert,J,f
450,57,Ophthalmology,124,4,532,2017,4,7-Sep-16,New Surgeon Outcomes and the Effectiveness of Surgical Training: A Population-Based Cohort Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28129969,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28129969&id=doi:10.1016%2Fj.ophtha.2016.12.012&issn=0161-6420&isbn=&volume=124&issue=4&spage=532&date=2017&title=Ophthalmology&atitle=New+Surgeon+Outcomes+and+the+Effectiveness+of+Surgical+Training%3A+A+Population-Based+Cohort+Study.&aulast=Campbell&pid=%3CAN%3E28129969%3C%2FAN%3E,El-Defrawy,Sherif,R,m
451,57,Ophthalmology,124,4,532,2017,4,7-Sep-16,New Surgeon Outcomes and the Effectiveness of Surgical Training: A Population-Based Cohort Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28129969,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28129969&id=doi:10.1016%2Fj.ophtha.2016.12.012&issn=0161-6420&isbn=&volume=124&issue=4&spage=532&date=2017&title=Ophthalmology&atitle=New+Surgeon+Outcomes+and+the+Effectiveness+of+Surgical+Training%3A+A+Population-Based+Cohort+Study.&aulast=Campbell&pid=%3CAN%3E28129969%3C%2FAN%3E,Gill,Sudeep,S,m
452,57,Ophthalmology,124,4,532,2017,4,7-Sep-16,New Surgeon Outcomes and the Effectiveness of Surgical Training: A Population-Based Cohort Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28129969,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28129969&id=doi:10.1016%2Fj.ophtha.2016.12.012&issn=0161-6420&isbn=&volume=124&issue=4&spage=532&date=2017&title=Ophthalmology&atitle=New+Surgeon+Outcomes+and+the+Effectiveness+of+Surgical+Training%3A+A+Population-Based+Cohort+Study.&aulast=Campbell&pid=%3CAN%3E28129969%3C%2FAN%3E,Whitehead,Marlo,,m
453,57,Ophthalmology,124,4,532,2017,4,7-Sep-16,New Surgeon Outcomes and the Effectiveness of Surgical Training: A Population-Based Cohort Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28129969,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28129969&id=doi:10.1016%2Fj.ophtha.2016.12.012&issn=0161-6420&isbn=&volume=124&issue=4&spage=532&date=2017&title=Ophthalmology&atitle=New+Surgeon+Outcomes+and+the+Effectiveness+of+Surgical+Training%3A+A+Population-Based+Cohort+Study.&aulast=Campbell&pid=%3CAN%3E28129969%3C%2FAN%3E,Campbell,Erica,de L P,m
454,57,Ophthalmology,124,4,532,2017,4,7-Sep-16,New Surgeon Outcomes and the Effectiveness of Surgical Training: A Population-Based Cohort Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28129969,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28129969&id=doi:10.1016%2Fj.ophtha.2016.12.012&issn=0161-6420&isbn=&volume=124&issue=4&spage=532&date=2017&title=Ophthalmology&atitle=New+Surgeon+Outcomes+and+the+Effectiveness+of+Surgical+Training%3A+A+Population-Based+Cohort+Study.&aulast=Campbell&pid=%3CAN%3E28129969%3C%2FAN%3E,Hooper,Philip,L,m
455,57,Ophthalmology,124,4,532,2017,4,7-Sep-16,New Surgeon Outcomes and the Effectiveness of Surgical Training: A Population-Based Cohort Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28129969,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28129969&id=doi:10.1016%2Fj.ophtha.2016.12.012&issn=0161-6420&isbn=&volume=124&issue=4&spage=532&date=2017&title=Ophthalmology&atitle=New+Surgeon+Outcomes+and+the+Effectiveness+of+Surgical+Training%3A+A+Population-Based+Cohort+Study.&aulast=Campbell&pid=%3CAN%3E28129969%3C%2FAN%3E,Bell,Chaim,M,m
456,57,Ophthalmology,124,4,532,2017,4,7-Sep-16,New Surgeon Outcomes and the Effectiveness of Surgical Training: A Population-Based Cohort Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28129969,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28129969&id=doi:10.1016%2Fj.ophtha.2016.12.012&issn=0161-6420&isbn=&volume=124&issue=4&spage=532&date=2017&title=Ophthalmology&atitle=New+Surgeon+Outcomes+and+the+Effectiveness+of+Surgical+Training%3A+A+Population-Based+Cohort+Study.&aulast=Campbell&pid=%3CAN%3E28129969%3C%2FAN%3E,Nesdole,Robert,,m
457,57,Ophthalmology,124,4,532,2017,4,7-Sep-16,New Surgeon Outcomes and the Effectiveness of Surgical Training: A Population-Based Cohort Study.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28129969,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28129969&id=doi:10.1016%2Fj.ophtha.2016.12.012&issn=0161-6420&isbn=&volume=124&issue=4&spage=532&date=2017&title=Ophthalmology&atitle=New+Surgeon+Outcomes+and+the+Effectiveness+of+Surgical+Training%3A+A+Population-Based+Cohort+Study.&aulast=Campbell&pid=%3CAN%3E28129969%3C%2FAN%3E,Ten Hove,Martin,,l
458,58,Ophthalmology,124,4,539,2017,4,2-Sep-16,Early Experience with Technology-Based Eye Care Services (TECS): A Novel Ophthalmologic Telemedicine Initiative.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28081944,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28081944&id=doi:10.1016%2Fj.ophtha.2016.11.037&issn=0161-6420&isbn=&volume=124&issue=4&spage=539&date=2017&title=Ophthalmology&atitle=Early+Experience+with+Technology-Based+Eye+Care+Services+%28TECS%29%3A+A+Novel+Ophthalmologic+Telemedicine+Initiative.&aulast=Maa&pid=%3CAN%3E28081944%3C%2FAN%3E,Maa,April,Y,f
459,58,Ophthalmology,124,4,539,2017,4,2-Sep-16,Early Experience with Technology-Based Eye Care Services (TECS): A Novel Ophthalmologic Telemedicine Initiative.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28081944,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28081944&id=doi:10.1016%2Fj.ophtha.2016.11.037&issn=0161-6420&isbn=&volume=124&issue=4&spage=539&date=2017&title=Ophthalmology&atitle=Early+Experience+with+Technology-Based+Eye+Care+Services+%28TECS%29%3A+A+Novel+Ophthalmologic+Telemedicine+Initiative.&aulast=Maa&pid=%3CAN%3E28081944%3C%2FAN%3E,Wojciechowski,Barbara,,m
460,58,Ophthalmology,124,4,539,2017,4,2-Sep-16,Early Experience with Technology-Based Eye Care Services (TECS): A Novel Ophthalmologic Telemedicine Initiative.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28081944,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28081944&id=doi:10.1016%2Fj.ophtha.2016.11.037&issn=0161-6420&isbn=&volume=124&issue=4&spage=539&date=2017&title=Ophthalmology&atitle=Early+Experience+with+Technology-Based+Eye+Care+Services+%28TECS%29%3A+A+Novel+Ophthalmologic+Telemedicine+Initiative.&aulast=Maa&pid=%3CAN%3E28081944%3C%2FAN%3E,Hunt,Kelly,J,m
461,58,Ophthalmology,124,4,539,2017,4,2-Sep-16,Early Experience with Technology-Based Eye Care Services (TECS): A Novel Ophthalmologic Telemedicine Initiative.,https://login.proxy.lib.mcw.edu/login?url=http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med13&AN=28081944,http://mcw.on.worldcat.org/atoztitles/link?url=http://linksource.ebsco.com/linking.aspx?sid=OVID:medline&id=pmid:28081944&id=doi:10.1016%2Fj.ophtha.2016.11.037&issn=0161-6420&isbn=&volume=124&issue=4&spage=539&date=2017&title=Ophthalmology&atitle=Early+Experience+with+Technology-Based+Eye+Care+Services+%28TECS%29%3A+A+Novel+Ophthalmologic+Telemedicine+Initiative.&aulast=Maa&pid=%3CAN%3E28081944%3C%2FAN%3E,Dismuke,Clara,,m
